state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Lagos State,4956000,Honda Crosstour 2011 Black,Petrol,Automatic,Honda,Crosstour,2011,Foreign Used,168594,3500
Oyo State,4472000,Lexus RX 330 2004 Black,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,338338,3300
Anambra State,4160000,Toyota Highlander V6 AWD 2002 Silver,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,315618,3000
Lagos State,2600000,Toyota Corolla 2003 White,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,154231,1800
Abuja (FCT),2600000,Hyundai Sonata 2007 White,Petrol,Automatic,Hyundai,Sonata,2007,Nigerian Used,342523,
Lagos State,7800000,Honda Accord 2016 Silver,Petrol,Automatic,Honda,Accord,2016,Nigerian Used,89962,2500
Lagos State,6448000,Toyota Highlander SE 2010 Gray,Petrol,Automatic,Toyota,Highlander,2010,Nigerian Used,109394,3500
Delta State,14700000,Toyota Highlander 2014 Gray,Petrol,Automatic,Toyota,Highlander,2014,Foreign Used,262491,3500
Delta State,9240000,Toyota Venza 2010 Black,Petrol,Automatic,Toyota,Venza,2010,Foreign Used,341044,3500
Akwa Ibom State,5720000,Toyota Highlander 4x4 2008 Black,Petrol,Automatic,Toyota,Highlander,2008,Nigerian Used,185574,3500
Oyo State,3570000,Honda Accord 2009 Gray,Petrol,Automatic,Honda,Accord,2009,Foreign Used,407209,2500
Abuja (FCT),2392000,Toyota Camry 2003 Gold,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,336811,2400
Edo State,3432000,Toyota Sienna 2004 Green,Petrol,Automatic,Toyota,Sienna,2004,Nigerian Used,250717,3300
Akwa Ibom State,5040000,Volkswagen Tiguan 2.0 SE 2012 Black,Petrol,Automatic,Volkswagen,Tiguan,2012,Nigerian Used,118774,2000
Oyo State,9975000,Toyota Highlander 2012 Silver,Petrol,Automatic,Toyota,Highlander,2012,Foreign Used,87829,3500
Lagos State,4515000,Toyota Camry 2012 Black,Petrol,CVT,Toyota,Camry,2012,Nigerian Used,140780,2500
Abuja (FCT),3150000,Nissan Maxima 2011 Black,Petrol,Automatic,Nissan,Maxima,2011,Nigerian Used,157488,3500
Edo State,4160000,Toyota Camry 2009 Gray,Hybrid,Automatic,Toyota,Camry,2009,Nigerian Used,122203,2400
Oyo State,6240000,Toyota Corolla 2013 Black,Petrol,Automatic,Toyota,Corolla,2013,Nigerian Used,238911,1800
Abuja (FCT),7280000,Lexus ES 2011 Silver,Petrol,Automatic,Lexus,ES,2011,Nigerian Used,131767,3500
Lagos State,10400000,Ford Explorer 2015 Brown,Petrol,Automatic,Ford,Explorer,2015,Nigerian Used,34975,3500
Oyo State,7280000,Toyota Venza 2011 White,Petrol,Automatic,Toyota,Venza,2011,Nigerian Used,87461,3500
Lagos State,3780000,Mitsubishi L200 2012 White,Petrol,Manual,Mitsubishi,L200,2012,Nigerian Used,214825,2700
Edo State,4680000,Lexus GS 2007 Black,Petrol,Automatic,Lexus,GS,2007,Nigerian Used,175334,3500
Lagos State,6405000,Ford Edge 2013 Gray,Petrol,Automatic,Ford,Edge,2013,Foreign Used,105851,3500
Oyo State,4680000,Lexus RX 330 2004 Gray,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,190963,3300
Lagos State,4725000,Dodge Caravan 2012 Gray,Petrol,Automatic,Dodge,Caravan,2012,Foreign Used,135798,3600
Abuja (FCT),4200000,Ford Focus 2012 Black,Petrol,Automatic,Ford,Focus,2012,Foreign Used,373355,2000
Edo State,2808000,Toyota Camry 2002 Gold,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,217882,3000
Kwara State,2310000,Lexus RX 2001 Gold,Petrol,Automatic,Lexus,RX,2001,Nigerian Used,380665,3000
Edo State,2400000,Toyota Corolla 2004 Silver,Petrol,Automatic,Toyota,Corolla,2004,Nigerian Used,259716,1800
Lagos State,27100000,Land Rover Range Rover Vogue 2014 Black,Petrol,Automatic,Land Rover,Range Rover Vogue,2014,Foreign Used,173049,5000
Lagos State,11760000,Mercedes-Benz CLA-Class 2014 Black,Petrol,Automatic,Mercedes-Benz,CLA-Class,2014,Foreign Used,121012,2000
Abuja (FCT),7904000,Mercedes-Benz GL-Class GL 450 2012 Silver,Petrol,Automatic,Mercedes-Benz,GL-Class,2012,Nigerian Used,319972,4500
Edo State,10088000,Mercedes-Benz GLK-Class 2009 Gray,Petrol,Automatic,Mercedes-Benz,GLK-Class,2009,Foreign Used,193351,3500
Lagos State,19950000,Toyota Land Cruiser 2012 Black,Petrol,Automatic,Toyota,Land Cruiser,2012,Nigerian Used,19292,4600
Lagos State,3150000,Lexus GS 2006 Black,Petrol,Automatic,Lexus,GS,2006,Nigerian Used,1,3000
Abuja (FCT),3224000,Toyota Sienna CE FWD 2006 Gray,Petrol,Automatic,Toyota,Sienna,2006,Nigerian Used,683557,3300
Delta State,4400000,Lexus ES 2008 Black,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,146161,3500
Edo State,2808000,Toyota Corolla 2004 Silver,Petrol,Automatic,Toyota,Corolla,2004,Nigerian Used,297399,1800
Oyo State,9975000,Toyota Avalon 2017 Red,Petrol,Automatic,Toyota,Avalon,2017,Nigerian Used,112457,3500
Oyo State,4725000,Toyota Corolla 2010 Black,Petrol,Automatic,Toyota,Corolla,2010,Foreign Used,320314,1800
Akwa Ibom State,6240000,Lexus RX 350 AWD 2009 Gray,Petrol,Automatic,Lexus,RX,2009,Nigerian Used,75318,3500
Kwara State,3150000,Nissan Murano 2003 Blue,Petrol,Automatic,Nissan,Murano,2003,Nigerian Used,255032,3500
Akwa Ibom State,4160000,Honda Ridgeline RT 2006 Black,Petrol,Automatic,Honda,Ridgeline,2006,Nigerian Used,396326,3500
Edo State,2912000,Toyota Corolla 2003 Red,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,462809,1800
Abuja (FCT),5200000,Mercedes-Benz C300 2008 White,Petrol,Automatic,Mercedes-Benz,C300,2008,Nigerian Used,73854,3000
Abuja (FCT),13650000,Mercedes-Benz C300 2017 Black,Petrol,Automatic,Mercedes-Benz,C300,2017,Foreign Used,112410,3000
Oyo State,3640000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,329230,2500
Abuja (FCT),10500000,Toyota Hilux 2014 White,Petrol,Manual,Toyota,Hilux,2014,Nigerian Used,176622,2700
Abuja (FCT),7245000,Toyota Camry 2014 Red,Petrol,Automatic,Toyota,Camry,2014,Foreign Used,156104,2500
Lagos State,4935000,Honda Pilot 2011 Silver,Petrol,Automatic,Honda,Pilot,2011,Foreign Used,12345,3500
Lagos State,9975000,Mercedes-Benz CLA-Class 2018 Black,Petrol,Automatic,Mercedes-Benz,CLA-Class,2018,Foreign Used,2000,
Abuja (FCT),7072000,Toyota Corolla 2016 Silver,Petrol,Automatic,Toyota,Corolla,2016,Nigerian Used,112991,1800
Abuja (FCT),3120000,Toyota Corolla 2007 Green,Petrol,Automatic,Toyota,Corolla,2007,Nigerian Used,234588,1800
Abuja (FCT),2600000,Nissan Pathfinder 2005 Black,Petrol,Automatic,Nissan,Pathfinder,2005,Nigerian Used,220480,4600
Kwara State,7280000,Toyota Camry 2013 Blue,Petrol,Automatic,Toyota,Camry,2013,Foreign Used,116973,2500
Oyo State,4200000,Lexus GS 2005 Silver,Petrol,Automatic,Lexus,GS,2005,Nigerian Used,275985,4700
Abuja (FCT),14352000,Mercedes-Benz E350 2013 Gray,Petrol,Automatic,Mercedes-Benz,E350,2013,Foreign Used,208934,3500
Lagos State,4200000,Hyundai Veracruz 2009 Gold,Petrol,Automatic,Hyundai,Veracruz,2009,Nigerian Used,92908,3800
Oyo State,8320000,Toyota Camry 2015 Black,Petrol,Automatic,Toyota,Camry,2015,Nigerian Used,110482,2400
Lagos State,4888000,Lexus ES 2005 White,Petrol,Automatic,Lexus,ES,2005,Foreign Used,126794,3300
Oyo State,5985000,Toyota RAV4 2010 Blue,Petrol,Automatic,Toyota,RAV4,2010,Foreign Used,158597,2500
Kaduna State,3780000,Honda Accord 2008 Gray,Petrol,Automatic,Honda,Accord,2008,Foreign Used,436197,2400
Edo State,5512000,Toyota Sienna 2007 Blue,Petrol,Automatic,Toyota,Sienna,2007,Nigerian Used,308737,3500
Lagos State,7800000,Toyota Camry 2015 Black,Petrol,Automatic,Toyota,Camry,2015,Nigerian Used,128557,2500
Abuja (FCT),5145000,Toyota Corolla 2011 Black,Petrol,Automatic,Toyota,Corolla,2011,Foreign Used,212952,1800
Edo State,4368000,Lexus ES 2006 Gold,Petrol,Automatic,Lexus,ES,2006,Nigerian Used,317477,3300
Oyo State,4410000,Toyota Camry 2009 Red,Petrol,Automatic,Toyota,Camry,2009,Foreign Used,270832,2500
Kwara State,4680000,Lexus ES 2008 Silver,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,108912,3500
Oyo State,2912000,Mercedes-Benz E320 2005 Silver,Petrol,Automatic,Mercedes-Benz,E320,2005,Nigerian Used,374097,2500
Lagos State,5304000,Toyota Sienna 2006 Gold,Petrol,Automatic,Toyota,Sienna,2006,Foreign Used,139404,3300
Lagos State,14700000,Infiniti QX60 2015 Gray,Petrol,Automatic,Infiniti,QX60,2015,Nigerian Used,145241,3500
Lagos State,3780000,Mercedes-Benz C350 2009 Black,Petrol,Automatic,Mercedes-Benz,C350,2009,Nigerian Used,207925,3500
Lagos State,3675000,Lexus GX 2004 Black,Petrol,Automatic,Lexus,GX,2004,Nigerian Used,158411,4700
Lagos State,6825000,Toyota Camry 2013 Black,Petrol,Automatic,Toyota,Camry,2013,Foreign Used,118108,2500
Lagos State,11550000,Nissan Rogue 2016 Blue,Petrol,Automatic,Nissan,Rogue,2016,Foreign Used,228730,2500
Edo State,7875000,Nissan Navara 2010 Black,Petrol,Automatic,Nissan,Navara,2010,Foreign Used,279643,3500
Abuja (FCT),2808000,Toyota Sienna 2000 Red,Petrol,Automatic,Toyota,Sienna,2000,Nigerian Used,172793,3000
Oyo State,2912000,Toyota Corolla 2005 Red,Petrol,Automatic,Toyota,Corolla,2005,Nigerian Used,109811,1800
Lagos State,8190000,Toyota Highlander 2008 Silver,Petrol,Automatic,Toyota,Highlander,2008,Foreign Used,186266,3500
Abuja (FCT),13860000,Toyota RAV4 2017 Silver,Petrol,Automatic,Toyota,RAV4,2017,Foreign Used,161622,2500
Abuja (FCT),3640000,Toyota Camry 2.4 XLE 2008 Black,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,203719,2400
Lagos State,6300000,Acura RDX 2014 Gray,Petrol,Automatic,Acura,RDX,2014,Nigerian Used,191418,3500
Edo State,4368000,Toyota Sienna 2004 Silver,Petrol,Automatic,Toyota,Sienna,2004,Nigerian Used,151747,3300
Oyo State,5250000,Toyota 4-Runner 2005 Blue,Petrol,Automatic,Toyota,4-Runner,2005,Foreign Used,295128,4700
Lagos State,11760000,Mercedes-Benz GLK-Class 2014 Black,Petrol,Automatic,Mercedes-Benz,GLK-Class,2014,Foreign Used,295819,3500
Lagos State,8064000,Toyota Tundra 2008 Red,Petrol,Automatic,Toyota,Tundra,2008,Foreign Used,153564,4800
Oyo State,4992000,Lexus RX 2005 Gold,Petrol,Automatic,Lexus,RX,2005,Nigerian Used,112424,3500
Oyo State,3848000,Toyota Camry 2007 Green,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,121238,2400
Oyo State,7072000,Toyota Venza 2009 Blue,Petrol,Automatic,Toyota,Venza,2009,Nigerian Used,99529,3500
Abuja (FCT),4368000,Toyota Camry 2010 Gold,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,165794,2500
Lagos State,8320000,Toyota RAV4 2.5 4x4 2011 Black,Petrol,Automatic,Toyota,RAV4,2011,Foreign Used,103637,2500
Lagos State,5512000,Lexus RX 330 2004 Blue,Petrol,Automatic,Lexus,RX 330,2004,Nigerian Used,98340,3000
Kaduna State,5775000,Toyota Camry 2013 Black,Petrol,Automatic,Toyota,Camry,2013,Nigerian Used,283958,3000
Edo State,3744000,Toyota Camry 2007 Silver,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,240882,2400
Oyo State,4200000,Toyota Corolla 2006 Silver,Petrol,Manual,Toyota,Corolla,2006,Foreign Used,91435,1800
Edo State,2288000,Toyota Camry 2002 Blue,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,414660,2400
Edo State,7072000,Mercedes-Benz M Class 2008 Blue,Petrol,Automatic,Mercedes-Benz,M Class,2008,Nigerian Used,128209,3500
Lagos State,5880000,Honda Accord Crosstour 2012 Gray,Petrol,Automatic,Honda,Accord Crosstour,2012,Foreign Used,160849,3500
Oyo State,4680000,Ford Edge 2011 Silver,Petrol,Automatic,Ford,Edge,2011,Nigerian Used,110085,3500
Ondo State,3150000,Toyota Highlander 2005 Blue,Petrol,Automatic,Toyota,Highlander,2005,Nigerian Used,305657,3300
Oyo State,2600000,Toyota Camry 2002 Gray,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,329665,2400
Abuja (FCT),4160000,Toyota Corolla 2010 Gray,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,235670,1800
Oyo State,2415000,Ford F-150 Automatic 2003 Blue,Petrol,Automatic,Ford,F-150,2003,Nigerian Used,220796,5400
Abuja (FCT),13440000,Honda Civic LX Sedan 2019 Gray,Petrol,Automatic,Honda,Civic,2019,Foreign Used,42565,2000
Abuja (FCT),3675000,Chrysler 200 2011 Red,Petrol,Automatic,Chrysler,200,2011,Nigerian Used,72659,2000
Lagos State,10027500,Toyota Avalon 2013 Gray,Petrol,Automatic,Toyota,Avalon,2013,Foreign Used,166314,3500
Abuja (FCT),6448000,Lexus ES 2008 White,Petrol,Automatic,Lexus,ES,2008,Foreign Used,177355,3500
Lagos State,6656000,Honda Pilot 2011 Silver,Petrol,Automatic,Honda,Pilot,2011,Foreign Used,425773,3500
Oyo State,7176000,Lexus ES 350 2010 Silver,Petrol,Automatic,Lexus,ES,2010,Foreign Used,227401,3500
Kaduna State,10920000,Mercedes-Benz GLK-Class 2010 Blue,Petrol,Automatic,Mercedes-Benz,GLK-Class,2010,Foreign Used,160932,3000
Akwa Ibom State,5200000,Lexus ES 350 2008 Black,Petrol,Automatic,Lexus,ES,2008,Nigerian Used,151573,3500
Oyo State,2310000,Nissan Almera 2004 Gray,Petrol,Automatic,Nissan,Almera,2004,Nigerian Used,238650,1800
Oyo State,1470000,Kia Cerato 2009 Silver,Petrol,Manual,Kia,Cerato,2009,Nigerian Used,94931,2000
Abuja (FCT),4160000,Lexus GS 2006 Gray,Petrol,Automatic,Lexus,GS,2006,Nigerian Used,485138,4300
Abuja (FCT),4160000,Toyota Highlander 2004 Black,Petrol,Automatic,Toyota,Highlander,2004,Nigerian Used,279020,3300
Edo State,3484000,Toyota Corolla 2010 Black,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,163431,1800
Rivers State,4784000,Lexus IS 350 2007 Black,Petrol,Automatic,Lexus,IS,2007,Nigerian Used,125249,3500
Anambra State,4160000,Toyota Highlander V6 AWD 2002 Silver,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,181942,3000
Abuja (FCT),2730000,Toyota Highlander 2002 Red,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,154965,3500
Rivers State,5250000,Toyota Camry 2010 Red,Petrol,Automatic,Toyota,Camry,2010,Foreign Used,248879,2500
Oyo State,2184000,Toyota Camry 2003 Black,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,360884,3000
Edo State,3150000,Hyundai Tucson 2006 Black,Petrol,Manual,Hyundai,Tucson,2006,Nigerian Used,233172,2000
Ondo State,5720000,Toyota Camry 2014 Black,Petrol,Automatic,Toyota,Camry,2014,Nigerian Used,179406,2500
Oyo State,4160000,Lexus GS 2007 Silver,Petrol,Automatic,Lexus,GS,2007,Nigerian Used,173428,3500
Oyo State,5304000,Toyota Sienna 2008 Gold,Petrol,Automatic,Toyota,Sienna,2008,Nigerian Used,175653,3500
Lagos State,6968000,Toyota Camry 2012 Silver,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,349040,2500
Oyo State,7280000,Lexus RX 330 2005 Beige,Petrol,Automatic,Lexus,RX 330,2005,Foreign Used,177647,3300
Lagos State,4935000,Toyota Camry 2010 Black,Petrol,Automatic,Toyota,Camry,2010,Foreign Used,460079,2500
Lagos State,6720000,Toyota Camry 2012 Black,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,163753,2500
Lagos State,10185000,Toyota Tacoma 2011 Black,Petrol,Automatic,Toyota,Tacoma,2011,Foreign Used,200621,4000
Lagos State,4410000,Volkswagen Tiguan 2009 Red,Petrol,Automatic,Volkswagen,Tiguan,2009,Nigerian Used,171975,2000
Abuja (FCT),4200000,Mazda CX-7 2011 Gray,Petrol,Automatic,Mazda,CX-7,2011,Nigerian Used,141371,2300
Kwara State,6240000,Toyota Camry 2014 Gray,Petrol,Automatic,Toyota,Camry,2014,Nigerian Used,171629,2500
Abuja (FCT),3640000,Toyota Camry 2007 Gold,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,125380,2400
Lagos State,3016000,Mercedes-Benz E350 2006 Blue,Petrol,Automatic,Mercedes-Benz,E350,2006,Nigerian Used,272860,3500
Lagos State,3885000,Lexus ES 2003 Blue,Petrol,Automatic,Lexus,ES,2003,Foreign Used,378293,3000
Lagos State,2625000,Ford Sport Trac 2002 Gold,Petrol,Automatic,Ford,Sport Trac,2002,Nigerian Used,230531,4000
Oyo State,5754000,Toyota Corolla 2013 Black,Petrol,Automatic,Toyota,Corolla,2013,Foreign Used,184598,1800
Oyo State,3640000,Toyota Corolla 2010 Silver,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,316109,1800
Abuja (FCT),7280000,Ford Edge 2010 Black,Petrol,Automatic,Ford,Edge,2010,Nigerian Used,136163,3500
Lagos State,28350000,Land Rover Range Rover Sport 2017 Black,Petrol,Automatic,Land Rover,Range Rover Sport,2017,Nigerian Used,102460,5000
Lagos State,6656000,Lexus ES 2007 Gray,Petrol,Automatic,Lexus,ES,2007,Foreign Used,153387,3500
Lagos State,8400000,Ford F-150 2008 Brown,Petrol,Automatic,Ford,F-150,2008,Nigerian Used,154977,5400
Lagos State,7245000,Mercedes-Benz E350 2011 Black,Petrol,Automatic,Mercedes-Benz,E350,2011,Foreign Used,141232,3500
Oyo State,9880000,Toyota Highlander 2010 Gray,Petrol,Automatic,Toyota,Highlander,2010,Foreign Used,258760,3500
Lagos State,6240000,Toyota FJ Cruiser Base 4x4 2008 Black,Petrol,Automatic,Toyota,FJ Cruiser,2008,Nigerian Used,197763,4000
Edo State,1260000,Mazda Xedos 2000 Red,Petrol,Manual,Mazda,Xedos,2000,Nigerian Used,223507,2500
Lagos State,1560000,Toyota Camry 2002 Black,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,177963,2400
Abuja (FCT),1417500,Toyota Sienna 2000 Gray,Petrol,Automatic,Toyota,Sienna,2000,Nigerian Used,335462,3000
Oyo State,1575000,Toyota Camry 2005 Silver,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,223055,2400
Edo State,1575000,Mercedes-Benz M Class 2002 Blue,Petrol,Automatic,Mercedes-Benz,M Class,2002,Nigerian Used,299023,3200
Kwara State,1312500,Mitsubishi Lancer 2012 Silver,Petrol,Manual,Mitsubishi,Lancer,2012,Nigerian Used,376661,1600
Oyo State,1050000,Volkswagen Bora 2001 Black,Petrol,Automatic,Volkswagen,Bora,2001,Nigerian Used,555904,1600
Edo State,1575000,Mercedes-Benz C200 2001 Black,Petrol,Manual,Mercedes-Benz,C200,2001,Nigerian Used,273128,2000
Oyo State,1995000,Hyundai Elantra 2009 Green,Petrol,Automatic,Hyundai,Elantra,2009,Nigerian Used,224571,200
Anambra State,1260000,Toyota Sequoia 2002 Silver,Petrol,Automatic,Toyota,Sequoia,2002,Nigerian Used,93600,4700
Lagos State,4725000,Lexus RX 350 2017 Black,Petrol,Automatic,Lexus,RX 350,2017,Nigerian Used,123537,3800
Lagos State,1260000,Nissan Xterra 2000 Black,Petrol,Automatic,Nissan,Xterra,2000,Nigerian Used,105321,3000
Akwa Ibom State,1335600,Honda Accord Sedan LX V6 Automatic 2005 Black,Petrol,Automatic,Honda,Accord,2005,Nigerian Used,135097,3500
Abuja (FCT),1575000,Toyota Avensis 2000 Silver,Petrol,Manual,Toyota,Avensis,2000,Nigerian Used,482806,1800
Lagos State,2100000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,153894,3500
Delta State,1575000,Nissan X-Trail 2006 Black,Petrol,Automatic,Nissan,X-Trail,2006,Nigerian Used,496378,2500
Lagos State,2940000,Toyota Corolla 2010 Blue,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,142831,1800
Lagos State,1260000,Peugeot 406 1999 Green,Petrol,Manual,Peugeot,406,1999,Nigerian Used,1600,
Abuja (FCT),1260000,Volkswagen Jetta 2001 Red,Petrol,Manual,Volkswagen,Jetta,2001,Nigerian Used,1800,
Lagos State,1312500,Nissan Pathfinder Automatic 2001 Gray,Petrol,Automatic,Nissan,Pathfinder,2001,Nigerian Used,402429,3500
Abuja (FCT),3255000,Audi A4 2005 Gray,Petrol,Automatic,Audi,A4,2005,Foreign Used,201169,1800
Akwa Ibom State,1155000,Chevrolet Aveo 1.5 L 2007 Red,Petrol,Manual,Chevrolet,Aveo,2007,Nigerian Used,179149,1500
Edo State,1260000,Nissan Almera 2001 Silver,Petrol,Manual,Nissan,Almera,2001,Nigerian Used,127907,1800
Oyo State,1417500,Honda Odyssey 2002 Red,Petrol,Automatic,Honda,Odyssey,2002,Nigerian Used,424743,3500
Lagos State,1995000,BMW 5 Series 2003 Blue,Petrol,Automatic,BMW,5 Series,2003,Nigerian Used,2409893,5400
Abuja (FCT),15184000,Mercedes-Benz M Class 2012 White,Petrol,Automatic,Mercedes-Benz,M Class,2012,Nigerian Used,319692,3500
Lagos State,1680000,Hyundai Elantra GLS 2012 Red,Petrol,Manual,Hyundai,Elantra,2012,Nigerian Used,180031,1800
Abuja (FCT),1260000,Peugeot 407 2.0 ST Comfort 2006 Black,Petrol,Automatic,Peugeot,407,2006,Nigerian Used,4141001,2000
Oyo State,1365000,Honda Shuttle 1999 Blue,Petrol,Automatic,Honda,Shuttle,1999,Nigerian Used,303371,2300
Oyo State,1050000,Mazda Tribute 2001 Gray,Petrol,Automatic,Mazda,Tribute,2001,Nigerian Used,365757,3000
Rivers State,1102500,Honda Accord 2003 Black,Petrol,Automatic,Honda,Accord,2003,Nigerian Used,143905,3000
Akwa Ibom State,1785000,Toyota Avensis 1.8 VVTi 2008 Blue,Petrol,Manual,Toyota,Avensis,2008,Nigerian Used,256487,1800
Oyo State,1575000,Toyota Sienna 1998 Gold,Petrol,Automatic,Toyota,Sienna,1998,Nigerian Used,522781,3000
Lagos State,1260000,Mitsubishi Pajero 2006 Black,Petrol,Automatic,Mitsubishi,Pajero,2006,Nigerian Used,108779,3800
Lagos State,1470000,Mercedes-Benz M Class 2002 Black,Petrol,Automatic,Mercedes-Benz,M Class,2002,Nigerian Used,493071,3200
Abuja (FCT),1155000,Peugeot 407 2005 Gray,Petrol,Manual,Peugeot,407,2005,Nigerian Used,2000,
Lagos State,1554000,Toyota Avensis 2005 Green,Petrol,Automatic,Toyota,Avensis,2005,Nigerian Used,198645,2400
Oyo State,1050000,Nissan Pathfinder 2006 Gray,Petrol,Automatic,Nissan,Pathfinder,2006,Nigerian Used,158357,4000
Akwa Ibom State,1575000,Mercedes-Benz C180 2004 Black,Petrol,Automatic,Mercedes-Benz,C180,2004,Nigerian Used,168160,1800
Oyo State,4576000,Toyota Sienna 2000 Black,Petrol,Automatic,Toyota,Sienna,2000,Foreign Used,287745,3000
Rivers State,3885000,Lexus RX 400h 2006 Black,Hybrid,Automatic,Lexus,RX 400h,2006,Nigerian Used,180981,3300
Abuja (FCT),1312500,Honda Accord 2007 Orange,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,180591,2400
Lagos State,1680000,Toyota Corolla 2003 Black,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,176482,1800
Lagos State,1522500,Mercedes-Benz C180 2002 Blue,Petrol,Automatic,Mercedes-Benz,C180,2002,Nigerian Used,62313,1800
Lagos State,1470000,Mercedes-Benz M Class 1999 Black,Petrol,Automatic,Mercedes-Benz,M Class,1999,Nigerian Used,156336,3200
Abuja (FCT),6760000,Toyota Corolla 2015 Silver,Petrol,Automatic,Toyota,Corolla,2015,Nigerian Used,201406,1800
Lagos State,8400000,Land Rover Range Rover Sport 2010 Gray,Petrol,CVT,Land Rover,Range Rover Sport,2010,Nigerian Used,104587,5000
Oyo State,1352000,Toyota Corolla 2001 White,Petrol,Automatic,Toyota,Corolla,2001,Nigerian Used,479333,1800
Edo State,1890000,Toyota Yaris 2007 Silver,Petrol,Automatic,Toyota,Yaris,2007,Nigerian Used,340500,1500
Lagos State,1890000,Toyota Camry 2007 Blue,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,202875,2400
Abuja (FCT),1785000,Toyota Corolla 2003 Silver,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,204235,1800
