state,price,name,fuel_type,transmmision,make,model,year,condition,millage,engine_size
Lagos State,2205000,Toyota Corolla 2008 Gold,Petrol,Automatic,Toyota,Corolla,2008,Nigerian Used,274427,1800
Lagos State,2100000,Peugeot 607 2005 Blue,Petrol,Automatic,Peugeot,607,2005,Nigerian Used,435574,2000
Lagos State,2496000,Toyota Camry 2005 Black,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,206866,2400
Oyo State,2100000,Toyota Matrix 2003 Blue,Petrol,Automatic,Toyota,Matrix,2003,Nigerian Used,250713,1800
Lagos State,9975000,Honda Pilot 2017 Blue,Petrol,Automatic,Honda,Pilot,2017,Nigerian Used,71544,3500
Rivers State,1732500,Subaru Outback 2005 Matt Black,Petrol,Automatic,Subaru,Outback,2005,Nigerian Used,307442,3000
Lagos State,5985000,Toyota Venza 2014 Black,Petrol,Automatic,Toyota,Venza,2014,Nigerian Used,240235,2700
Lagos State,21525000,Toyota Hilux 2020 Black,Petrol,Manual,Toyota,Hilux,2020,Nigerian Used,354,2700
Lagos State,26250000,Mercedes-Benz G-Class 2010 Blue,Petrol,Automatic,Mercedes-Benz,G-Class,2010,Foreign Used,80422,5500
Abuja (FCT),3255000,Toyota Corolla 2009 Gold,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,200250,1800
Lagos State,4410000,Mercedes-Benz C-Class C 250 CDI (C204) 2013 Black,Petrol,Automatic,Mercedes-Benz,C-Class,2013,Nigerian Used,86311,1800
Lagos State,4472000,Acura MDX 2007 White,Petrol,Automatic,Acura,MDX,2007,Nigerian Used,126038,3700
Abuja (FCT),5250000,Nissan Pathfinder 2013 Silver,Petrol,Automatic,Nissan,Pathfinder,2013,Nigerian Used,333696,3500
Lagos State,2940000,Volkswagen CC 2011 Black,Petrol,Automatic,Volkswagen,CC,2011,Nigerian Used,213526,2800
Oyo State,4056000,Toyota Camry 2009 Gray,Petrol,Automatic,Toyota,Camry,2009,Nigerian Used,155999,2400
Oyo State,2940000,Toyota Camry 2008 Silver,Hybrid,Automatic,Toyota,Camry,2008,Nigerian Used,304593,2400
Lagos State,1785000,Car 2005 Gray,Petrol,Automatic,Other Make,Other Model,2005,Nigerian Used,85260,2000
Oyo State,5720000,Mercedes-Benz GL-Class 2007 Silver,Petrol,Automatic,Mercedes-Benz,GL-Class,2007,Nigerian Used,70958,4700
Abuja (FCT),3328000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,330793,2400
Lagos State,6300000,Toyota Highlander 2008 Silver,Petrol,Automatic,Toyota,Highlander,2008,Foreign Used,355387,3500
Oyo State,3675000,Chevrolet Traverse 2009 Gray,Petrol,Automatic,Chevrolet,Traverse,2009,Nigerian Used,274724,3600
Oyo State,2600000,Toyota RAV4 2004 Green,Petrol,Automatic,Toyota,RAV4,2004,Nigerian Used,278897,2400
Abuja (FCT),3255000,Pontiac Vibe 2004 White,Petrol,Automatic,Pontiac,Vibe,2004,Foreign Used,86029,1800
Lagos State,16848000,Toyota Highlander 2015 White,Petrol,Automatic,Toyota,Highlander,2015,Foreign Used,11083,3500
Lagos State,4410000,Pontiac Vibe 2010 Blue,Petrol,Automatic,Pontiac,Vibe,2010,Foreign Used,271757,2400
Lagos State,15750000,Dodge Charger 2015 Gray,Petrol,Automatic,Dodge,Charger,2015,Foreign Used,226707,3600
Kwara State,3150000,Acura TL 2008 Gray,Petrol,Automatic,Acura,TL,2008,Nigerian Used,279352,3200
Lagos State,2080000,Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2005 Blue,Petrol,Automatic,Honda,Pilot,2005,Nigerian Used,235387,3500
Abuja (FCT),2600000,Honda Accord 2007 Gray,Petrol,Automatic,Honda,Accord,2007,Nigerian Used,93187,2400
Abuja (FCT),1627500,Mercedes-Benz C320 2002 Silver,Petrol,Automatic,Mercedes-Benz,C320,2002,Nigerian Used,268988,2400
Kaduna State,5460000,Toyota Venza 2010 Blue,Petrol,Automatic,Toyota,Venza,2010,Nigerian Used,253377,3000
Lagos State,13650000,Mercedes-Benz G-Class Base G 500 AWD 2002 Black,Petrol,Automatic,Mercedes-Benz,G-Class,2002,Nigerian Used,3500,
Lagos State,20212500,Land Rover Range Rover Sport 2016 White,Petrol,Automatic,Land Rover,Range Rover Sport,2016,Foreign Used,153386,5000
Rivers State,5565000,Toyota Corolla 2012 Silver,Petrol,Automatic,Toyota,Corolla,2012,Foreign Used,195190,1800
Abuja (FCT),5250000,Mercedes-Benz SLK-Class 2001 Silver,Petrol,Automatic,Mercedes-Benz,SLK-Class,2001,Foreign Used,171534,3200
Akwa Ibom State,1575000,Volkswagen Beetle 2004 Silver,Petrol,Manual,Volkswagen,Beetle,2004,Nigerian Used,104407,1500
Anambra State,4357500,Lexus GS 300 Automatic 2006 Silver,Petrol,Automatic,Lexus,GS,2006,Foreign Used,95994,3000
Lagos State,3450000,Toyota Corolla 2009 Silver,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,279854,1800
Lagos State,6240000,Honda Accord 2015 White,Petrol,Automatic,Honda,Accord,2015,Nigerian Used,88093,3500
Kwara State,4205000,Lexus ES 2008 Brown,Petrol,Automatic,Lexus,ES,2008,Foreign Used,284523,3500
Kwara State,3360000,Toyota Corolla 2009 Green,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,316774,1800
Abuja (FCT),3990000,Toyota Corolla 2007 Silver,Petrol,Automatic,Toyota,Corolla,2007,Foreign Used,61633,1800
Edo State,2288000,Pontiac Vibe 2003 Red,Petrol,Automatic,Pontiac,Vibe,2003,Nigerian Used,439427,1800
Lagos State,2625000,Land Rover Range Rover 2004 Black,Petrol,Automatic,Land Rover,Range Rover,2004,Nigerian Used,4400,
Anambra State,3675000,Lexus RX 400h 2006 Gold,Hybrid,Automatic,Lexus,RX 400h,2006,Nigerian Used,37619,3300
Kwara State,2719500,Toyota Camry 2008 Black,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,380322,3000
Lagos State,7800000,Ford Edge SE 4dr FWD (3.5L 6cyl 6A) 2011 Silver,Petrol,Automatic,Ford,Edge,2011,Foreign Used,219997,3700
Lagos State,11025000,Mercedes-Benz CLA-Class Base CLA 250 AWD 4MATIC 2016 Gray,Petrol,Automatic,Mercedes-Benz,CLA-Class,2016,Foreign Used,44351,2000
Edo State,3120000,Ford Edge 2007 Black,Petrol,Automatic,Ford,Edge,2007,Nigerian Used,354904,3500
Lagos State,4200000,Toyota Corolla 2009 Black,Petrol,Automatic,Toyota,Corolla,2009,Foreign Used,256148,1800
Anambra State,4680000,Mercedes-Benz GL-Class GL 450 2008 Black,Petrol,Automatic,Mercedes-Benz,GL-Class,2008,Nigerian Used,165417,4600
Edo State,3952000,Toyota Corolla 2004 Silver,Petrol,Automatic,Toyota,Corolla,2004,Foreign Used,144244,1800
Abuja (FCT),3727500,Ford Escape 2010 Blue,Petrol,Automatic,Ford,Escape,2010,Foreign Used,101571,2500
Lagos State,1890000,Nissan Sentra 2006 Black,Petrol,Automatic,Nissan,Sentra,2006,Foreign Used,307214,1800
Edo State,2100000,Mercedes-Benz C-Class 1998 Silver,Petrol,Manual,Mercedes-Benz,C-Class,1998,Nigerian Used,277193,2000
Lagos State,3675000,Hyundai Sonata 2011 Silver,Petrol,Automatic,Hyundai,Sonata,2011,Nigerian Used,85934,2400
Lagos State,15080000,Lexus RX 350 2013 Gold,Petrol,Automatic,Lexus,RX 350,2013,Foreign Used,207712,3500
Lagos State,2730000,Nissan Pathfinder LE 2008 Gray,Petrol,Automatic,Nissan,Pathfinder,2008,Foreign Used,223447,4000
Ondo State,14352000,Mercedes-Benz E350 2014 Black,Petrol,Automatic,Mercedes-Benz,E350,2014,Foreign Used,312934,3500
Lagos State,2625000,Hyundai Santa Fe 2007 Gray,Petrol,Automatic,Hyundai,Santa Fe,2007,Nigerian Used,220181,2700
Lagos State,15600000,Lexus GX 2006 Black,Petrol,Automatic,Lexus,GX,2006,Nigerian Used,328588,4800
Lagos State,5775000,Lexus IS 250 2010 Blue,Petrol,Automatic,Lexus,IS,2010,Foreign Used,225511,2500
Lagos State,37800000,Land Rover Range Rover Velar 2018 Black,Petrol,Automatic,Land Rover,Range Rover Velar,2018,Foreign Used,49610,2000
Oyo State,5200000,Mercedes-Benz C350 2010 Red,Petrol,Automatic,Mercedes-Benz,C350,2010,Nigerian Used,3500,
Abuja (FCT),29190000,Mercedes-Benz S-Class 2015 Black,Petrol,Automatic,Mercedes-Benz,S-Class,2015,Foreign Used,114773,5500
Lagos State,5040000,Volkswagen CC 2013 Brown,Petrol,Automatic,Volkswagen,CC,2013,Nigerian Used,130408,2000
Kwara State,11025000,BMW X3 2010 Black,Petrol,Automatic,BMW,X3,2010,Foreign Used,195488,3000
Lagos State,3675000,Mazda 3 2011 White,Petrol,Automatic,Mazda,3,2011,Nigerian Used,120080,1600
Oyo State,4095000,BMW X5 2007 Black,Petrol,Automatic,BMW,X5,2007,Nigerian Used,107556,3000
Kwara State,6300000,Toyota Camry 2012 White,Petrol,Automatic,Toyota,Camry,2012,Foreign Used,174830,2500
Abuja (FCT),10500000,Dodge Challenger SRT8 2012 White,Petrol,Automatic,Dodge,Challenger,2012,Foreign Used,166734,3500
Lagos State,14560000,Toyota Tundra 2008 Gray,Petrol,Automatic,Toyota,Tundra,2008,Foreign Used,212090,5700
Lagos State,19635000,Toyota Camry 2020 Silver,Petrol,Automatic,Toyota,Camry,2020,Foreign Used,204907,2500
Oyo State,2392000,Mercedes-Benz C230 2004 Gray,Petrol,Automatic,Mercedes-Benz,C230,2004,Nigerian Used,300984,1800
Abuja (FCT),3640000,Toyota RAV4 2006 Silver,Petrol,Automatic,Toyota,RAV4,2006,Nigerian Used,157985,2400
Abuja (FCT),6300000,Hyundai Azera 3.3L 2013 Gray,Petrol,Automatic,Hyundai,Azera,2013,Nigerian Used,77098,3000
Lagos State,3536000,Toyota Camry 2010 Black,Petrol,Automatic,Toyota,Camry,2010,Nigerian Used,230137,2500
Abuja (FCT),5040000,Volkswagen Jetta 2012 Blue,Petrol,Automatic,Volkswagen,Jetta,2012,Foreign Used,151453,2000
Oyo State,3675000,Mercedes-Benz C300 2008 White,Petrol,Automatic,Mercedes-Benz,C300,2008,Nigerian Used,173389,3000
Abuja (FCT),10500000,BMW 7 Series 2012 Silver,Petrol,Automatic,BMW,7 Series,2012,Nigerian Used,118729,4400
Oyo State,3640000,Toyota Corolla 2009 Red,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,279048,1800
Oyo State,7350000,Hyundai Tucson 2010 White,Petrol,Automatic,Hyundai,Tucson,2010,Foreign Used,198579,2400
Edo State,4160000,Toyota Corolla 2005 Gold,Petrol,Automatic,Toyota,Corolla,2005,Foreign Used,482800,1800
Edo State,2912000,Toyota Camry 2005 Silver,Petrol,Automatic,Toyota,Camry,2005,Nigerian Used,245361,3000
Abuja (FCT),5200000,Land Rover Range Rover Sport HSE 4x4 (4.4L 8cyl 6A) 2007 Gray,Petrol,Automatic,Land Rover,Range Rover Sport,2007,Nigerian Used,133111,4400
Lagos State,5720000,Acura MDX 2011 Gray,Petrol,Automatic,Acura,MDX,2011,Nigerian Used,320327,3700
Abuja (FCT),4725000,Lexus GX 2004 Black,Petrol,Automatic,Lexus,GX,2004,Nigerian Used,199592,4700
Edo State,11440000,Lexus RX 350 2010 Silver,Petrol,Automatic,Lexus,RX 350,2010,Foreign Used,166705,3500
Oyo State,4784000,Lexus RX 330 2006 Silver,Petrol,Automatic,Lexus,RX 330,2006,Nigerian Used,289741,3500
Akwa Ibom State,2520000,Lexus ES 300 2005 Black,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,94848,3000
Oyo State,1890000,Nissan Pathfinder 2009 Black,Petrol,Automatic,Nissan,Pathfinder,2009,Nigerian Used,394970,4000
Lagos State,5200000,Honda CR-V 2008 White,Petrol,Automatic,Honda,CR-V,2008,Nigerian Used,161225,2400
Imo State,3150000,Toyota Avensis Liftback 2004 Silver,Petrol,Automatic,Toyota,Avensis,2004,Foreign Used,277384,1800
Lagos State,28080000,Toyota Tacoma 2018 Gray,Petrol,Automatic,Toyota,Tacoma,2018,Foreign Used,48185,3500
Lagos State,11550000,Toyota Venza 2014 White,Petrol,Automatic,Toyota,Venza,2014,Foreign Used,127316,3500
Abuja (FCT),3202500,Toyota Camry 2008 Black,Petrol,Automatic,Toyota,Camry,2008,Nigerian Used,124983,2400
Abuja (FCT),18900000,Honda Pilot 2021 Black,Petrol,Automatic,Honda,Pilot,2021,Nigerian Used,23171,3500
Edo State,3640000,Toyota Highlander 2003 Silver,Petrol,Automatic,Toyota,Highlander,2003,Nigerian Used,270871,3000
Edo State,3328000,Toyota Camry 2007 Black,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,319788,2400
Oyo State,3120000,Lexus ES 2005 Red,Petrol,Automatic,Lexus,ES,2005,Nigerian Used,139149,3300
Abuja (FCT),5985000,Mercedes-Benz GL-Class 2012 Black,Petrol,Automatic,Mercedes-Benz,GL-Class,2012,Nigerian Used,119739,4700
Oyo State,5408000,Honda Accord 2014 Black,Petrol,Automatic,Honda,Accord,2014,Nigerian Used,157851,2400
Edo State,3150000,Toyota Camry 2011 Blue,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,393401,2500
Lagos State,3435600,Volkswagen Passat 2014 Black,Petrol,Automatic,Volkswagen,Passat,2014,Nigerian Used,54249,2000
Edo State,1575000,Mercedes-Benz C-Class 2002 Silver,Petrol,Automatic,Mercedes-Benz,C-Class,2002,Nigerian Used,264475,2000
Akwa Ibom State,4680000,Mercedes-Benz M Class 2006 Gray,Petrol,Automatic,Mercedes-Benz,M Class,2006,Nigerian Used,165075,3500
Rivers State,9472000,Mercedes-Benz M Class 2012 Black,Petrol,Automatic,Mercedes-Benz,M Class,2012,Nigerian Used,209187,3500
Lagos State,7904000,Toyota Highlander 2013 Black,Petrol,Automatic,Toyota,Highlander,2013,Nigerian Used,122601,3500
Abuja (FCT),6240000,Toyota Highlander 2008 Silver,Petrol,Automatic,Toyota,Highlander,2008,Nigerian Used,70732,3500
Oyo State,8320000,Lexus RX 350 2011 Gray,Petrol,Automatic,Lexus,RX 350,2011,Nigerian Used,125245,3500
Abuja (FCT),7035000,Volkswagen Passat 2012 Silver,Petrol,Automatic,Volkswagen,Passat,2012,Foreign Used,99210,2000
Ondo State,3640000,Toyota Corolla 2010 Green,Petrol,Automatic,Toyota,Corolla,2010,Nigerian Used,134804,1800
Oyo State,3990000,Toyota Tundra 2003 Red,Petrol,Automatic,Toyota,Tundra,2003,Foreign Used,116279,4600
Abuja (FCT),4368000,Toyota Camry 2011 Gray,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,213684,2200
Lagos State,3328000,Toyota Corolla 2008 Gold,Petrol,Automatic,Toyota,Corolla,2008,Nigerian Used,108487,1800
Lagos State,3360000,Ford Explorer 2007 Black,Petrol,Automatic,Ford,Explorer,2007,Foreign Used,456320,4000
Lagos State,1785000,Honda Pilot 2003 Gold,Petrol,Automatic,Honda,Pilot,2003,Nigerian Used,179881,3500
Lagos State,2808000,Ford Edge 2008 Blue,Petrol,Automatic,Ford,Edge,2008,Nigerian Used,298981,3500
Edo State,3952000,Toyota Camry 2006 Gray,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,95880,2400
Oyo State,2625000,Toyota Camry 2007 Gold,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,399563,2500
Abuja (FCT),2912000,Toyota Avalon 2008 Silver,Petrol,Automatic,Toyota,Avalon,2008,Nigerian Used,140980,3500
Edo State,1768000,Honda Accord 2004 Silver,Petrol,Automatic,Honda,Accord,2004,Nigerian Used,62984,2400
Lagos State,3570000,Land Rover Range Rover 2006 Blue,Petrol,Automatic,Land Rover,Range Rover,2006,Nigerian Used,162806,4400
Abuja (FCT),15600000,Toyota Highlander 2017 Gray,Petrol,Automatic,Toyota,Highlander,2017,Nigerian Used,128930,3500
Edo State,3640000,Toyota Camry 2007 Silver,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,204522,2400
Abuja (FCT),5200000,Lexus RX 350 2007 Blue,Petrol,Automatic,Lexus,RX 350,2007,Nigerian Used,327590,3500
Lagos State,5250000,Toyota Corolla 2011 Gray,Petrol,Automatic,Toyota,Corolla,2011,Foreign Used,371284,1800
Lagos State,2362500,Lexus RX 300 2001 White,Petrol,Automatic,Lexus,RX 300,2001,Nigerian Used,156830,3300
Abuja (FCT),2520000,Toyota Corolla 2006 Silver,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,210222,1800
Akwa Ibom State,2100000,Honda Odyssey EX-L DVD 2008 Gray,Petrol,Automatic,Honda,Odyssey,2008,Nigerian Used,167520,3500
Lagos State,4200000,Lexus ES 2007 Black,Petrol,Automatic,Lexus,ES,2007,Nigerian Used,151417,3500
Lagos State,11550000,Toyota RAV4 2015 White,Petrol,Automatic,Toyota,RAV4,2015,Foreign Used,260054,2500
Lagos State,9450000,Acura RDX 2014 Gray,Petrol,Automatic,Acura,RDX,2014,Nigerian Used,76935,3800
Abuja (FCT),5200000,Toyota Camry 2012 Black,Petrol,Automatic,Toyota,Camry,2012,Nigerian Used,139661,2500
Edo State,23100000,Toyota RAV4 2021 Gray,Petrol,Automatic,Toyota,RAV4,2021,Foreign Used,23744,2500
Lagos State,2912000,Toyota Highlander Limited V6 FWD 2002 Silver,Petrol,Automatic,Toyota,Highlander,2002,Nigerian Used,226772,3000
Abuja (FCT),5720000,Toyota Corolla 2011 Black,Petrol,Automatic,Toyota,Corolla,2011,Foreign Used,196160,1800
Oyo State,4160000,Mercedes-Benz M Class 2006 White,Petrol,Automatic,Mercedes-Benz,M Class,2006,Nigerian Used,85194,3500
Lagos State,3346350,Toyota Camry 2011 Black,Petrol,Automatic,Toyota,Camry,2011,Nigerian Used,362716,2500
Lagos State,2496000,Toyota Camry 2002 Silver,Petrol,Automatic,Toyota,Camry,2002,Nigerian Used,298579,2400
Abuja (FCT),6420000,Ford Mustang 2010 White,Petrol,Automatic,Ford,Mustang,2010,Nigerian Used,158734,3700
Abuja (FCT),2080000,Volkswagen Golf 2004 Black,Petrol,Automatic,Volkswagen,Golf,2004,Nigerian Used,259853,2000
Lagos State,3640000,Toyota Sienna 2006 Black,Petrol,Automatic,Toyota,Sienna,2006,Nigerian Used,126217,3300
Lagos State,3276000,Toyota Camry 2007 Gray,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,241722,3500
Abuja (FCT),14040000,Toyota Corolla 2019 White,Petrol,Automatic,Toyota,Corolla,2019,Foreign Used,87441,1800
Lagos State,5356000,Lexus RX 350 2008 Gray,Petrol,Automatic,Lexus,RX 350,2008,Nigerian Used,345361,3500
Oyo State,3675000,Mercedes-Benz M Class 2003 Black,Petrol,Automatic,Mercedes-Benz,M Class,2003,Nigerian Used,73538,5000
Oyo State,2808000,Toyota Corolla 2003 Black,Petrol,Automatic,Toyota,Corolla,2003,Nigerian Used,129321,1800
Akwa Ibom State,1512000,Acura MDX 3.5L 4x4 2002 Black,Petrol,Automatic,Acura,MDX,2002,Nigerian Used,162383,3500
Oyo State,2600000,Toyota Corolla 2006 Red,Petrol,Automatic,Toyota,Corolla,2006,Nigerian Used,153841,1800
Lagos State,7192500,Acura MDX 2011 Gray,Petrol,Automatic,Acura,MDX,2011,Foreign Used,252531,3700
Abuja (FCT),99750000,New Land Rover Range Rover 2020 Black,Petrol,Automatic,Land Rover,Range Rover,2020,Brand New,5557,3000
Abuja (FCT),7875000,Toyota Sienna 2011 Red,Petrol,Automatic,Toyota,Sienna,2011,Foreign Used,189732,3500
Abuja (FCT),8216000,Lexus ES 350 2010 Gold,Petrol,Automatic,Lexus,ES,2010,Foreign Used,208240,3500
Oyo State,3120000,Toyota Camry 2007 Blue,Petrol,Automatic,Toyota,Camry,2007,Nigerian Used,176184,2400
Lagos State,17472000,Lexus RX 350 2015 Black,Petrol,Automatic,Lexus,RX 350,2015,Foreign Used,255868,3500
Akwa Ibom State,4056000,Toyota 4-Runner Limited 4x4 V6 2006 Black,Petrol,Automatic,Toyota,4-Runner,2006,Nigerian Used,83551,3500
Lagos State,2782500,Lexus RX 300 2001 Gold,Petrol,Automatic,Lexus,RX 300,2001,Nigerian Used,327848,3000
Abuja (FCT),3952000,Toyota Sienna XLE FWD (3.3L V6 5A) 2004 Gold,Petrol,Automatic,Toyota,Sienna,2004,Nigerian Used,205404,3300
Lagos State,2835000,Lexus GS 2007 Black,Petrol,Automatic,Lexus,GS,2007,Nigerian Used,309274,3000
Oyo State,2310000,Lexus RX 300 1999 Silver,Petrol,Automatic,Lexus,RX 300,1999,Nigerian Used,502794,3000
Akwa Ibom State,3360000,Toyota Corolla 2009 Black,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,1800,
Kwara State,3465000,Toyota Corolla 2004 Blue,Petrol,Automatic,Toyota,Corolla,2004,Foreign Used,278023,1800
Kaduna State,1890000,Ford Explorer 2005 Black,Petrol,Automatic,Ford,Explorer,2005,Nigerian Used,99089,4000
Lagos State,7800000,Mercedes-Benz GL-Class 2011 Black,Petrol,Automatic,Mercedes-Benz,GL-Class,2011,Nigerian Used,203443,5500
Oyo State,2415000,Mazda Tribute 2002 Black,Petrol,Automatic,Mazda,Tribute,2002,Nigerian Used,228803,3000
Lagos State,8190000,Toyota Sienna 2011 Black,Petrol,Automatic,Toyota,Sienna,2011,Foreign Used,283292,2700
Oyo State,7072000,Toyota Camry 2015 Black,Petrol,Automatic,Toyota,Camry,2015,Nigerian Used,110795,2500
Oyo State,8400000,Toyota Venza 2009 Silver,Petrol,Automatic,Toyota,Venza,2009,Foreign Used,166990,3500
Oyo State,8400000,Nissan Quest 2013 White,Petrol,Automatic,Nissan,Quest,2013,Foreign Used,124667,3500
Edo State,5200000,Lexus RX 330 2006 Gray,Petrol,Automatic,Lexus,RX 330,2006,Nigerian Used,399554,3300
Lagos State,4725000,Nissan Sentra 2018 Gray,Petrol,CVT,Nissan,Sentra,2018,Nigerian Used,112525,1800
Oyo State,5250000,Honda Accord 2014 Silver,Petrol,Automatic,Honda,Accord,2014,Nigerian Used,136114,2400
Oyo State,2808000,Lexus ES 2004 Silver,Petrol,Automatic,Lexus,ES,2004,Nigerian Used,262786,3300
Abuja (FCT),3675000,Nissan Xterra 2008 Gray,Petrol,Automatic,Nissan,Xterra,2008,Nigerian Used,131111,4000
Lagos State,2080000,Toyota 4-Runner 2002 Green,Petrol,Automatic,Toyota,4-Runner,2002,Nigerian Used,362198,4000
Edo State,2444000,Lexus ES 2002 Blue,Petrol,Automatic,Lexus,ES,2002,Nigerian Used,364933,3000
Lagos State,10500000,Mercedes-Benz CLA-Class 2014 Silver,Petrol,Automatic,Mercedes-Benz,CLA-Class,2014,Foreign Used,120105,2000
Lagos State,8320000,Mercedes-Benz C350 2013 Black,Petrol,Automatic,Mercedes-Benz,C350,2013,Foreign Used,96418,3500
Lagos State,7245000,Toyota Highlander Hybrid 2009 Silver,Petrol,Automatic,Toyota,Highlander,2009,Foreign Used,40244,3300
Edo State,7560000,Acura CSX 2011 Silver,Petrol,Automatic,Acura,CSX,2011,Foreign Used,228791,3700
Oyo State,3120000,Mercedes-Benz E320 2004 White,Petrol,Automatic,Mercedes-Benz,E320,2004,Nigerian Used,216314,3200
Kaduna State,2362500,Peugeot 307 2006 Silver,Petrol,Manual,Peugeot,307,2006,Foreign Used,99999,1600
Lagos State,3045000,Honda CR-V 2002 Red,Petrol,Automatic,Honda,CR-V,2002,Foreign Used,136894,2000
Abuja (FCT),2100000,Mercedes-Benz E350 2006 Black,Petrol,Automatic,Mercedes-Benz,E350,2006,Nigerian Used,49662,3500
Abuja (FCT),8736000,Mercedes-Benz E350 2012 White,Petrol,Automatic,Mercedes-Benz,E350,2012,Nigerian Used,164832,3500
Abuja (FCT),6240000,Ford Explorer 2014 Black,Petrol,Automatic,Ford,Explorer,2014,Nigerian Used,854391,3500
Lagos State,5720000,Toyota Corolla 2011 Blue,Petrol,Automatic,Toyota,Corolla,2011,Foreign Used,135734,1800
Edo State,4160000,Toyota Corolla 2009 Gray,Petrol,Automatic,Toyota,Corolla,2009,Nigerian Used,224193,1800
Lagos State,2625000,Toyota Tundra SR5 Access Cab 4x4 2004 Gold,Petrol,Automatic,Toyota,Tundra,2004,Nigerian Used,200808,4700
Delta State,2625000,Ford Edge 2008 Black,Petrol,Automatic,Ford,Edge,2008,Nigerian Used,206402,3500
Oyo State,1890000,Toyota Camry 2004 Silver,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,418190,2400
Abuja (FCT),1995000,Toyota Camry 2003 Gray,Petrol,Automatic,Toyota,Camry,2003,Nigerian Used,254270,2400
Abuja (FCT),8715000,Toyota Venza 2009 Burgandy,Petrol,Automatic,Toyota,Venza,2009,Foreign Used,198963,2700
Abuja (FCT),6604000,Toyota Corolla 2015 Red,Petrol,Automatic,Toyota,Corolla,2015,Nigerian Used,189439,1800
Edo State,2808000,Toyota Camry 2006 Black,Petrol,Automatic,Toyota,Camry,2006,Nigerian Used,241090,2400
Lagos State,3465000,Toyota 4-Runner 2007 Black,Petrol,Automatic,Toyota,4-Runner,2007,Nigerian Used,77328,4000
Oyo State,3328000,Toyota Sienna 2005 Gold,Petrol,Automatic,Toyota,Sienna,2005,Nigerian Used,166837,3300
Lagos State,60690000,Mercedes-Benz GLE-Class 2020 Gray,Petrol,Automatic,Mercedes-Benz,GLE-Class,2020,Foreign Used,166244,2000
Oyo State,8715000,Toyota Highlander 2010 Gray,Petrol,Automatic,Toyota,Highlander,2010,Foreign Used,128210,3500
Edo State,15600000,Mercedes-Benz M Class 2015 White,Petrol,Automatic,Mercedes-Benz,M Class,2015,Nigerian Used,293476,3500
Oyo State,3432000,Toyota Camry 2007 Silver,Hybrid,Automatic,Toyota,Camry,2007,Nigerian Used,173102,2400
Edo State,30680000,Lexus GX 2014 Black,Petrol,Automatic,Lexus,GX,2014,Foreign Used,118434,4600
Kwara State,3990000,Toyota Sienna 2007 Gray,Petrol,Automatic,Toyota,Sienna,2007,Foreign Used,312522,3500
Kwara State,9450000,Toyota Corolla 2018 Gray,Petrol,Automatic,Toyota,Corolla,2018,Foreign Used,90554,1800
Akwa Ibom State,3160000,Chevrolet Traverse AWD 2009 Black,Petrol,Automatic,Chevrolet,Traverse,2009,Nigerian Used,128769,3600
Oyo State,2100000,Acura TSX 2004 Green,Petrol,Automatic,Acura,TSX,2004,Nigerian Used,394679,2400
Lagos State,4680000,Mercedes-Benz C300 2009 Black,Petrol,Automatic,Mercedes-Benz,C300,2009,Nigerian Used,163019,3000
Oyo State,3744000,Toyota Sienna 2005 Green,Petrol,Automatic,Toyota,Sienna,2005,Nigerian Used,223258,3300
Lagos State,6930000,Mercedes-Benz E350 2011 Gray,Petrol,Automatic,Mercedes-Benz,E350,2011,Foreign Used,172516,3500
Lagos State,5355000,Honda Crosstour 2010 Red,Petrol,Automatic,Honda,Crosstour,2010,Foreign Used,169384,3500
Ondo State,7875000,Toyota Sienna 2012 Red,Petrol,Automatic,Toyota,Sienna,2012,Foreign Used,240272,3500
Edo State,3120000,Toyota Camry 2004 Red,Petrol,Automatic,Toyota,Camry,2004,Nigerian Used,299683,2400
Edo State,4200000,Lexus GX 2009 Black,Petrol,Automatic,Lexus,GX,2009,Nigerian Used,295048,3500
Lagos State,5250000,Lexus RX 400h 2006 Green,Hybrid,Automatic,Lexus,RX 400h,2006,Foreign Used,120615,3300
Akwa Ibom State,15750000,Ford Explorer 2017 Black,Petrol,Automatic,Ford,Explorer,2017,Nigerian Used,99830,3500
Lagos State,4200000,Toyota Matrix 2009 Red,Petrol,Automatic,Toyota,Matrix,2009,Foreign Used,102646,1800
